token,entity
sitaxsentan,pharmacologic_substance
midostaurin,drug
doxifluridine,drug
mica,drug
7-hydroxystaurosporine,drug
calcein-am,pharmacologic_substance
pnets,disease
rocuronium,drug
uo126,pharmacologic_substance
hyperlipoproteinemias,disease_or_syndrome
dizocilpine,pharmacologic_substance
phenazine,drug
hyperlipemia,disease_or_syndrome
cck-8,drug
dicoumarin,pharmacologic_substance
trihexyphenidyl,pharmacologic_substance
risperidone,drug
paliperidone,pharmacologic_substance
sennosides,drug
rucaparib,drug
vidofludimus,drug
chlorprothixene,drug
sulfadoxine,pharmacologic_substance
pretomanid,pharmacologic_substance
bez235,pharmacologic_substance
embelin,pharmacologic_substance
curosurf,drug
carfentanil,drug
monoparesis,disease
hallux,anatomy
neurosyphilis,disease
calixarenes,drug
tetrahydrolipstatin,drug
cpec-tp,drug
pristinamycin,drug
thromboembolisms,disease
imiglucerase,pharmacologic_substance
falcarindiol,pharmacologic_substance
ipi-145,pharmacologic_substance
dydrogesterone,drug
empliciti,drug
gdc-0853,drug
allicin,pharmacologic_substance
kbr,pharmacologic_substance
baldness,disease_or_syndrome
romosozumab,pharmacologic_substance
opdivo,drug
lantus,drug
dacm,pharmacologic_substance
lincosamides,drug
ethoxzolamide,pharmacologic_substance
tacb,drug
2-chloroadenosine,drug
farletuzumab,pharmacologic_substance
binodenoson,pharmacologic_substance
emoxipin,drug
vistide,pharmacologic_substance
ascorbate-2-phosphate,drug
anisakiasis,disease_or_syndrome
difethialone,pharmacologic_substance
mds-004,pharmacologic_substance
hepatitides,disease_or_syndrome
dramamine,pharmacologic_substance
salirasib,pharmacologic_substance
pseudokobusine,pharmacologic_substance
spleen,body_part_organ_or_organ_component
serine,pharmacologic_substance
chlorobenzene,pharmacologic_substance
6-thiopurine,drug
dacarbazine,drug
methylcellulose,pharmacologic_substance
indole,pharmacologic_substance
ribavirin,pharmacologic_substance
faces,anatomy
iudr,drug
tiotidine,pharmacologic_substance
saporin,drug
aminophylline,drug
nandrolone,pharmacologic_substance
cholangitis,disease
rumen,body_part_organ_or_organ_component
sulforaphane,drug
cetirizine,pharmacologic_substance
quinapril,pharmacologic_substance
tarceva,pharmacologic_substance
melatonin,drug
stis,disease
petechiae,disease
sb202190,drug
synovitis,disease
sle,disease_or_syndrome
sulindac,drug
fsp3,disease_or_syndrome
lgd1069,pharmacologic_substance
ppads,pharmacologic_substance
eltrombopag,pharmacologic_substance
pp242,drug
acamprosate,drug
glucophage,pharmacologic_substance
asiaticoside,pharmacologic_substance
secnidazole,drug
narciclasine,drug
daunoblastin,pharmacologic_substance
lycopene,pharmacologic_substance
meloxicam,pharmacologic_substance
dorzolamide,drug
ulinastatin,drug
rve1,pharmacologic_substance
fpdmm,disease
dextroamphetamine,pharmacologic_substance
endoglucanase,pharmacologic_substance
xuebijing,pharmacologic_substance
bruceantin,pharmacologic_substance
filgotinib,drug
3-isobutyl-1-methylxanthine,drug
guaiphenesin,pharmacologic_substance
zopiclone,pharmacologic_substance
ceritinib,drug
n-propanol,pharmacologic_substance
acotiamide,pharmacologic_substance
priligy,pharmacologic_substance
calfactant,drug
phenanthrenes,drug
hizentra,drug
ps-1145,pharmacologic_substance
triacetin,pharmacologic_substance
encainide,drug
phosphonoformate,pharmacologic_substance
w7,drug
norethandrolone,pharmacologic_substance
idarac,drug
bos3,disease
bos2,disease_or_syndrome
squamocin,drug
gancyclovir,drug
betaseron,drug
jasplakinolide,drug
periactin,pharmacologic_substance
tezampanel,drug
majorenolide,pharmacologic_substance
taribavirin,pharmacologic_substance
ginsan,drug
hypodermis,tissue
dsp4,pharmacologic_substance
gcmaf,drug
mucolytics,pharmacologic_substance
acetyldinaline,pharmacologic_substance
bp-5-087,pharmacologic_substance
dihydroergocristine,pharmacologic_substance
1-oxomiltirone,pharmacologic_substance
furosemide,drug
crf,drug
recurrences,disease
cis-platinum,drug
piracetam,drug
meclozine,drug
progesterone,pharmacologic_substance
hyperglycemia,disease_or_syndrome
amphotericin,drug
orbit,anatomy
kallikrein,pharmacologic_substance
lip,body_part_organ_or_organ_component
imipramine,drug
mafosfamide,drug
prothrombin,drug
hvod,disease_or_syndrome
riboflavin,pharmacologic_substance
econazole,drug
cadaver,anatomy
beta-fna,pharmacologic_substance
narcotics,drug
calcitriol,drug
mydriasis,disease
thrombus,disease
ferritins,pharmacologic_substance
kp-1212,drug
glioblastomas,neoplastic_process
antimuscarinics,drug
brivudine,drug
gpi-0100,pharmacologic_substance
conivaptan,drug
ag490,drug
fancd1,disease_or_syndrome
aplidin,drug
clobetasol,drug
hernias,anatomy
scoliosis,anatomy
abt839,pharmacologic_substance
dsp-4,drug
camkk,pharmacologic_substance
enoxaparin,pharmacologic_substance
lepirudin,pharmacologic_substance
taurolidine,pharmacologic_substance
capsulitis,disease
ozagrel,pharmacologic_substance
5-hydroxydecanoate,pharmacologic_substance
pyrvinium,drug
pretomanid,drug
rifamycins,drug
avn-944,drug
comb,body_part_organ_or_organ_component
mavrilimumab,pharmacologic_substance
stings,disease
abraxane,drug
vaseline,pharmacologic_substance
doramectin,drug
chlorzoxazone,pharmacologic_substance
hycamtin,pharmacologic_substance
liarozole,pharmacologic_substance
dextrorphan,pharmacologic_substance
ganaxolone,drug
decoquinate,drug
fluspirilene,pharmacologic_substance
amaurosis,disease_or_syndrome
idarucizumab,drug
atheromas,disease
ara-5-aza-cyd,pharmacologic_substance
phenylethylamines,drug
molindone,pharmacologic_substance
4-methoxytoluene,drug
hymecromone,pharmacologic_substance
goshajinkigan,drug
phga,pharmacologic_substance
diethylethanolamine,pharmacologic_substance
olvanil,pharmacologic_substance
miltex,pharmacologic_substance
ethisterone,drug
vegf-trap,pharmacologic_substance
csph,pharmacologic_substance
fa33,pharmacologic_substance
embeda,pharmacologic_substance
chmfl-abl-053,drug
septilin,pharmacologic_substance
alpha-pyrrolidinopentiothiophenone,pharmacologic_substance
veltuzumab,drug
spiroperidol,pharmacologic_substance
lentiginoses,disease
odomzo,drug
myelolipoma,disease
benzisoquinolinedione,pharmacologic_substance
teratogenesis,disease
cimetidine,drug
diphenhydramine,pharmacologic_substance
2-propylamine,drug
daunorubicin,drug
cysteamine,drug
histiocytoma,disease
maytansine,drug
2-amino-5-phosphonovalerate,drug
lymphosarcoma,disease
lactoperoxidase,drug
gingivitis,disease_or_syndrome
epinine,pharmacologic_substance
thorax,anatomy
amlodipine,drug
cgp-36742,drug
dronedarone,drug
gavestinel,pharmacologic_substance
tirapazamine,pharmacologic_substance
myositis,disease
sids,disease
chelex,drug
manumycin,drug
nevus,disease
dic,drug
emcyt,drug
lime,drug
ergocalciferol,drug
diphenidol,pharmacologic_substance
ecchymoses,disease
samarium,pharmacologic_substance
vertebra,anatomy
piritrexim,drug
erythroleukemias,neoplastic_process
ddc,pharmacologic_substance
botox,drug
shingles,disease_or_syndrome
bbp,pharmacologic_substance
ag-1295,drug
tics,disease
betrixaban,drug
pazopanib,pharmacologic_substance
lumacaftor,pharmacologic_substance
sonidegib,drug
antiandrogens,pharmacologic_substance
endocardium,tissue
radiculopathy,disease_or_syndrome
hyperadrenocorticism,disease_or_syndrome
pcme,pharmacologic_substance
sciatica,disease
n-acetyltryptophan,pharmacologic_substance
benzylguanidine,pharmacologic_substance
gant-61,pharmacologic_substance
nabilone,pharmacologic_substance
vecuronium,pharmacologic_substance
cerebrosides,pharmacologic_substance
ethyol,drug
rhabdomyoma,disease
tas-102,drug
methoxyfenozide,pharmacologic_substance
fenticonazole,drug
ehrlichiosis,disease_or_syndrome
azd9150,pharmacologic_substance
pasireotide,pharmacologic_substance
1-phenyl-3-methyl-5-pyrazolone,pharmacologic_substance
terodiline,pharmacologic_substance
dr-27,drug
cilastatin,pharmacologic_substance
azd6244,drug
pephb,drug
cisapride,drug
ly395756,drug
avasimibe,drug
nsc-698792,drug
irofulven,pharmacologic_substance
tetrabenazine,pharmacologic_substance
medi-528,drug
abt-869,drug
benzoxazolin-2-one,pharmacologic_substance
nm-702,pharmacologic_substance
cx-3543,pharmacologic_substance
cs-682,drug
mgs0008,drug
nami-a,drug
oxoglaucine,drug
phenolphthalein,pharmacologic_substance
pentedrone,drug
cantharidin,drug
cd1530,pharmacologic_substance
polyacetylenes,pharmacologic_substance
sulcotrione,drug
whr-1142a,pharmacologic_substance
temospho,drug
proviron,pharmacologic_substance
bal101553,pharmacologic_substance
cxc195,pharmacologic_substance
meprin,drug
bone,anatomy
mitoxantrone,drug
interferon-gamma,drug
trimetrexate,pharmacologic_substance
prolactin,pharmacologic_substance
meclozine,pharmacologic_substance
chlorobenzene,drug
hydroxylapatite,pharmacologic_substance
glycerol,pharmacologic_substance
estrogen,drug
tyrosine,drug
tyrosine,pharmacologic_substance
ara-g,drug
aphidicolin,drug
flucythrinate,drug
azelastine,drug
ethers,pharmacologic_substance
joints,anatomy
tonsil,anatomy
beta-fna,drug
sulphoxide,pharmacologic_substance
dowex,drug
formylhydrazine,pharmacologic_substance
corticoids,drug
bbr-3464,pharmacologic_substance
paraproteinemia,disease
gemzar,drug
monkeypox,disease_or_syndrome
calphostin,pharmacologic_substance
moxaverine,drug
phytosphingosine,pharmacologic_substance
ml-23,pharmacologic_substance
insulinoma,neoplastic_process
vertigo,disease
ptsd,disease
aminonucleoside,pharmacologic_substance
atherogenesis,disease
imc-eb10,drug
pepleomycin,drug
phenazine,pharmacologic_substance
caa,disease
subiculum,body_part_organ_or_organ_component
difenoconazole,pharmacologic_substance
ind,pharmacologic_substance
tetramethylpyrazine,drug
sheta2,drug
myocardia,tissue
biapenem,drug
premolar,anatomy
hypospermatogenesis,disease_or_syndrome
mastoid,body_part_organ_or_organ_component
salen,pharmacologic_substance
tarsus,anatomy
citral,pharmacologic_substance
pleurisy,disease
harmaline,drug
2-hydroxy-5-nitrobenzaldehyde,drug
olivacine,pharmacologic_substance
cytochalasins,pharmacologic_substance
oxine,drug
eyelashes,body_part_organ_or_organ_component
tipiracil,drug
clavicle,body_part_organ_or_organ_component
deprenyl,pharmacologic_substance
malathion,pharmacologic_substance
gastroschisis,disease
alminoprofen,drug
ciliopathies,anatomy
aspartame,drug
trichomoniasis,disease_or_syndrome
5-methylthioribose,drug
practolol,pharmacologic_substance
nstemi,disease
osteophytes,disease_or_syndrome
mm-401,pharmacologic_substance
calcifediol,drug
e-616452,drug
nesp,pharmacologic_substance
wb-4101,drug
theonyltrifluoroacetone,pharmacologic_substance
cositecan,drug
gamma-hexachlorocyclohexane,pharmacologic_substance
myxothiazol,pharmacologic_substance
gamma-schizandrin,drug
deoxyschizandrin,pharmacologic_substance
gangliosidosis,disease
cgp-57148,pharmacologic_substance
flumethasone,pharmacologic_substance
parachlorophenol,drug
hemianopsia,disease
dyt1,disease_or_syndrome
nateglinide,drug
bendamustin,drug
methyldopa,pharmacologic_substance
alpha-flupenthixol,drug
2-amino-2-deoxyglucose,drug
microphthalmos,anatomy
dofetilide,drug
myxosarcoma,disease
lobaplatin,pharmacologic_substance
citrate,pharmacologic_substance
hemorrhage,disease
ferritin,drug
befunolol,drug
premolars,body_part_organ_or_organ_component
cephalosporins,drug
hyperthyroidism,disease
sinusoids,body_part_organ_or_organ_component
dextrans,drug
inox,pharmacologic_substance
ionophores,pharmacologic_substance
bms-247550,pharmacologic_substance
tramadol,pharmacologic_substance
linezolid,drug
pradefovir,drug
ospemifene,pharmacologic_substance
nimotuzumab,pharmacologic_substance
allopregnanolone,drug
psc-833,pharmacologic_substance
holotoxins,pharmacologic_substance
edotecarin,pharmacologic_substance
ttnpb,pharmacologic_substance
4-hydroxyphenylretinamide,drug
daclizumab,drug
aranesp,pharmacologic_substance
tetramethylrhodamine,pharmacologic_substance
isoniazid,drug
guadecitabine,pharmacologic_substance
f1933,pharmacologic_substance
flunixin,pharmacologic_substance
peg-plga,drug
entrectinib,pharmacologic_substance
volasertib,drug
bromfenac,drug
methylphenol,drug
hematoporphyrin,drug
alpha-glucosidase,pharmacologic_substance
s116836,drug
dysbacteriosis,disease_or_syndrome
melasma,disease_or_syndrome
geniposide,pharmacologic_substance
ritalin,pharmacologic_substance
crao,disease
panhypopituitarism,disease
ski-178,drug
l86-8275,pharmacologic_substance
diclazuril,drug
cephradine,drug
buparvaquone,pharmacologic_substance
neurolymphomatosis,disease
veliparib,pharmacologic_substance
4-fluoroamphetamine,pharmacologic_substance
monothioglycerol,pharmacologic_substance
osi-420,pharmacologic_substance
alprazolam,drug
anti-arrhythmics,drug
cerubidine,drug
pseudohypoaldosteronism,disease_or_syndrome
15-deoxyspergualin,pharmacologic_substance
ly-333531,drug
epitheliomas,neoplastic_process
sch-530348,drug
survanta,drug
nibentan,drug
u-74500a,drug
cp94,pharmacologic_substance
centchroman,drug
r665,pharmacologic_substance
flephedrone,pharmacologic_substance
myrtol,drug
5-iodotubercidin,pharmacologic_substance
crospovidone,pharmacologic_substance
fasciculations,disease
ci-4,pharmacologic_substance
ibs008738,drug
prolactinoma,neoplastic_process
oxygen,pharmacologic_substance
anthranilate,drug
duodenum,body_part_organ_or_organ_component
limb,anatomy
tail,anatomy
tacrine,drug
pregnenolone,pharmacologic_substance
disulfiram,drug
xamoterol,pharmacologic_substance
glycylglycine,drug
pirenzepine,drug
acsdkp,pharmacologic_substance
seminoma,neoplastic_process
bites,disease
nonidet,pharmacologic_substance
mastocytoma,neoplastic_process
urethra,anatomy
doxylamine,pharmacologic_substance
arabinofuranosylthymine,pharmacologic_substance
polysaccharides,pharmacologic_substance
myxoma,neoplastic_process
clopidogrel,pharmacologic_substance
fondaparinux,pharmacologic_substance
bepridil,pharmacologic_substance
tc-99m-edda,pharmacologic_substance
rofecoxib,pharmacologic_substance
diindolylmethane,drug
sclera,anatomy
cholangiocarcinomas,neoplastic_process
bacterin,pharmacologic_substance
cerium,pharmacologic_substance
2-benzoxazolinone,drug
tyrosinemia,disease
rituxan,drug
tamiflu,pharmacologic_substance
earaches,disease
zilpaterol,drug
cineole,pharmacologic_substance
noscapine,drug
aflibercept,pharmacologic_substance
pvp-i,drug
sid,disease
abamectin,pharmacologic_substance
5-hydroxymethylfurfural,pharmacologic_substance
olmutinib,pharmacologic_substance
isoliquiritin,drug
brivanib,pharmacologic_substance
morphea,disease_or_syndrome
farnesol,pharmacologic_substance
etretinate,pharmacologic_substance
chlormethiazole,pharmacologic_substance
rhgaa,drug
ors,drug
tl32711,pharmacologic_substance
fibromas,disease
lasiokaurin,drug
mmpp,drug
nicotianamine,pharmacologic_substance
2-aminothiazole,pharmacologic_substance
dhaq,pharmacologic_substance
procyclidine,drug
nemonapride,pharmacologic_substance
lipitor,drug
mln0905,pharmacologic_substance
cal-101,pharmacologic_substance
s16020,drug
nan-190,pharmacologic_substance
binodenoson,drug
lecozotan,pharmacologic_substance
alfentanyl,pharmacologic_substance
mpcps,drug
lysine-sepharose,pharmacologic_substance
maltotetraose,drug
noma,disease
mitiglinide,pharmacologic_substance
gestodene,drug
cyclopropavir,pharmacologic_substance
endoneurium,tissue
zyma,pharmacologic_substance
5-carboxamidotryptamine,drug
zinostatin,pharmacologic_substance
vivartana,pharmacologic_substance
tautomycin,drug
bone,body_part_organ_or_organ_component
myelolipoma,neoplastic_process
serine,drug
diamide,drug
imap,drug
trazodone,drug
paraformaldehyde,pharmacologic_substance
enprofylline,pharmacologic_substance
lymphocele,disease
pneumonia,disease_or_syndrome
ci,disease
arsenic,pharmacologic_substance
10-ethyl-10-deazaaminopterin,pharmacologic_substance
codeine,pharmacologic_substance
timolol,pharmacologic_substance
cepharanthine,drug
anticoagulant,pharmacologic_substance
taurine,drug
l-2-amino-4-phosphonobutyrate,drug
thrombocytopathy,disease
xlp,disease
ixabepilone,drug
cowpox,disease_or_syndrome
pkh26,drug
ogx-011,drug
dexmedetomidine,drug
p-benzoquinone,drug
e39,drug
tert-butylhydroquinone,pharmacologic_substance
bisindolylmaleimide,pharmacologic_substance
ly315920,pharmacologic_substance
baroreceptor,anatomy
tetramethylpyrazine,pharmacologic_substance
mthpp,pharmacologic_substance
phenylahistin,pharmacologic_substance
pritelivir,drug
phytosterols,pharmacologic_substance
glimepiride,drug
apixaban,drug
batimastat,drug
batimastat,pharmacologic_substance
ly2510924,pharmacologic_substance
phe-pro-arg,drug
rifaximin,pharmacologic_substance
polymicrogyria,anatomy
beta-interferon,drug
prohibitin,pharmacologic_substance
fm100,drug
skeletons,anatomy
canakinumab,pharmacologic_substance
alexithymia,disease
otoliths,anatomy
stifles,anatomy
am2201,drug
msdc-0602,drug
andexanet,pharmacologic_substance
y-27632,pharmacologic_substance
4-methylimidazole,drug
hypermetropia,disease
desvenlafaxine,pharmacologic_substance
delmopinol,pharmacologic_substance
didecyldimethylammonium,drug
afobazole,drug
fexinidazole,drug
fexinidazole,pharmacologic_substance
6-selenoguanine,drug
cytophosphane,pharmacologic_substance
sch79797,drug
p-hydroxyacetophenone,drug
hizentra,pharmacologic_substance
nsc-224131,pharmacologic_substance
saids,disease_or_syndrome
p-hydroxymercuribenzoate,drug
p-hydroxymercuribenzoate,pharmacologic_substance
ba-1,drug
imiloxan,pharmacologic_substance
tg-1101,pharmacologic_substance
remicade,drug
sporanox,pharmacologic_substance
bz-423,drug
trp-1,pharmacologic_substance
rubitecan,pharmacologic_substance
oxycontin,drug
cloaca,body_part_organ_or_organ_component
bh-3,drug
hypodermis,anatomy
cdri-08,pharmacologic_substance
trobicin,drug
asbestosis,disease
dms612,drug
sutezolid,pharmacologic_substance
eligard,drug
inderal,pharmacologic_substance
ru486,drug
diazo-4,pharmacologic_substance
foot,body_part_organ_or_organ_component
catecholamines,drug
idarubicin,drug
ara-ctp,drug
buspirone,drug
tendons,anatomy
pred,pharmacologic_substance
mesothelioma,neoplastic_process
2-amino-3-phosphonopropionate,pharmacologic_substance
myoepithelioma,neoplastic_process
plasmacytoma,neoplastic_process
hyperphosphatemia,disease
malnutrition,disease_or_syndrome
albendazole,drug
docetaxel,drug
taxotere,pharmacologic_substance
duloxetine,drug
gum,anatomy
metformin,drug
tocilizumab,drug
buffers,drug
encephalon,body_part_organ_or_organ_component
ru-486,drug
ru-486,pharmacologic_substance
povidone-iodine,drug
benzyltriethylammonium,pharmacologic_substance
geraniol,pharmacologic_substance
azotemia,disease
lisinopril,pharmacologic_substance
gamma-tocopherol,pharmacologic_substance
bicuspid,anatomy
abd-f,pharmacologic_substance
4-hydroxyproline,drug
mesothelium,anatomy
chaetocin,pharmacologic_substance
ldn193189,pharmacologic_substance
risperidone,pharmacologic_substance
resorcinol,drug
carprofen,drug
asiaticoside,drug
cmt-3,drug
pyrvinium,pharmacologic_substance
anisindione,pharmacologic_substance
4-aminoquinoline,drug
kinetin,drug
aphakia,anatomy
gentamycin,drug
nephrosclerosis,disease_or_syndrome
tendinopathies,disease
hgcl2,drug
j-pouch,anatomy
abt263,pharmacologic_substance
nephroblastomas,neoplastic_process
pi-88,drug
corb,pharmacologic_substance
sham,drug
mercaptoethylamine,pharmacologic_substance
hypoventilation,disease
dexniguldipine,pharmacologic_substance
parinaroyl-coa,pharmacologic_substance
hydroxyrubicin,drug
phytonadione,drug
cicaprost,pharmacologic_substance
5-hydroxymethyldeoxyuridine,drug
4oh-tamoxifen,pharmacologic_substance
brigatinib,drug
ncs-382,drug
metrizamide,pharmacologic_substance
chalazia,disease
opp,pharmacologic_substance
ron,drug
tanshinol,pharmacologic_substance
cgp62221,drug
lgmd2b,disease_or_syndrome
etintidine,drug
macrogol,drug
insulins,drug
lg268,pharmacologic_substance
ciglitazone,pharmacologic_substance
z-338,drug
gm6001,pharmacologic_substance
kineret,drug
anthocyanidins,drug
bucillamine,drug
metalloporphyrins,drug
ahpn,pharmacologic_substance
valienamine,pharmacologic_substance
denopamine,drug
vx680,pharmacologic_substance
cardiotonics,pharmacologic_substance
lacto-n-neotetraose,pharmacologic_substance
lnnt,pharmacologic_substance
acetyldinaline,drug
tavist,pharmacologic_substance
mucocele,anatomy
rg7787,pharmacologic_substance
brucite,drug
syndromes,disease
actinomycin,drug
chrysophanol,pharmacologic_substance
guanosine,drug
ulcers,disease_or_syndrome
foot,anatomy
9-beta-d-arabinofuranosyl-2-fluoroadenine,drug
cefotaxime,drug
f63,drug
gelonin,pharmacologic_substance
deflazacort,pharmacologic_substance
neointima,anatomy
wrist,anatomy
dpn,drug
s-18886,pharmacologic_substance
eczema,disease
encephalon,anatomy
lovastatin,drug
aneuploidies,disease
levovist,drug
fudr,drug
aciclovir,drug
desflurane,drug
mgs0028,pharmacologic_substance
n-hydroxythalidomide,pharmacologic_substance
aranesp,drug
hyperoxia,disease
sch23390,drug
teriflunomide,drug
tendinitis,disease
tapentadol,drug
amodiaquine,pharmacologic_substance
sitagliptin,pharmacologic_substance
proanthocyanidin,pharmacologic_substance
cediranib,pharmacologic_substance
eflornithine,pharmacologic_substance
hemoglobinopathy,disease_or_syndrome
pgi2,pharmacologic_substance
cystadenoma,neoplastic_process
si3n4,pharmacologic_substance
thymalfasin,drug
st247,pharmacologic_substance
lcl161,pharmacologic_substance
eucalyptol,pharmacologic_substance
bruceantin,drug
vigabatrin,drug
f-ara-amp,drug
kdi-792,drug
melarsomine,drug
tc-2153,pharmacologic_substance
sarpogrelate,drug
pravastatin,pharmacologic_substance
cambium,anatomy
pyrophosphates,drug
diketopiperazines,pharmacologic_substance
b-220,drug
tetrahydrozoline,pharmacologic_substance
pddf,drug
campylobacteriosis,disease
leucogen,pharmacologic_substance
peg-ida,drug
plaquenil,drug
4-fluorometaraminol,pharmacologic_substance
di-tert-butylhydroquinone,pharmacologic_substance
daphnoretin,pharmacologic_substance
darapladib,drug
lecozotan,drug
jtk-303,pharmacologic_substance
fullerenol,drug
xl-880,pharmacologic_substance
lamifiban,drug
u-74500a,pharmacologic_substance
stds,disease_or_syndrome
dermatophytoses,disease_or_syndrome
gliotoxin,drug
dermatofibromas,disease
nvp-bgj398,drug
n-pentylamine,drug
7-ome-apbt,drug
chondroma,disease
blastomycosis,disease
3-glutathionyl-4-hydroxynonanal,pharmacologic_substance
ellipticines,pharmacologic_substance
methandienone,pharmacologic_substance
lymphoma,disease
quinone,pharmacologic_substance
furadonine,pharmacologic_substance
thyroglobulin,drug
ara-ac,pharmacologic_substance
cinepazide,drug
alphaxalone,pharmacologic_substance
transplant,tissue
methylprednisolone,drug
teniposide,pharmacologic_substance
mitogens,pharmacologic_substance
tetrachlorodibenzo-p-dioxin,pharmacologic_substance
immunoconjugates,pharmacologic_substance
amblyopia,disease
ketotifen,pharmacologic_substance
sural,pharmacologic_substance
toes,anatomy
bdhp,drug
9-aminocamptothecin,drug
epinastine,drug
edaravone,drug
ranolazine,drug
pethidine,pharmacologic_substance
mastitis,disease
mesotheliomas,neoplastic_process
platinol,pharmacologic_substance
amevive,pharmacologic_substance
spi-1,pharmacologic_substance
iddm,disease
campath-1h,drug
artemisinin,drug
2-methoxyestradiol,pharmacologic_substance
neoral,pharmacologic_substance
ligaments,anatomy
ly354740,pharmacologic_substance
mthpp,drug
mousepox,disease
dysbiosis,disease
narlaprevir,pharmacologic_substance
oxiconazole,drug
lamotrigine,drug
inj,disease
didymin,drug
epc,drug
m-15,pharmacologic_substance
apremilast,pharmacologic_substance
nephrosclerosis,disease
varenicline,drug
3-chlorotyrosine,drug
bp-1-102,pharmacologic_substance
scoparone,pharmacologic_substance
arv-825,drug
exanthema,disease
pmpdap,drug
phenylenediamines,pharmacologic_substance
dezocine,drug
nra0045,drug
cx5461,drug
exsanguination,disease
propylthiouracil,pharmacologic_substance
cpi203,pharmacologic_substance
pachygyria,anatomy
raclopride,drug
episcleritis,disease
4-acetoxyaminoquinoline,drug
fs-dfsp,neoplastic_process
isoborneol,pharmacologic_substance
nadhp,pharmacologic_substance
osteophytes,disease
ursodiol,drug
hymenidin,drug
valethamate,pharmacologic_substance
s-methylthiourea,drug
4-yn-vpa,drug
cgp-35348,pharmacologic_substance
enuresis,disease_or_syndrome
pd-184352,pharmacologic_substance
butyramide,pharmacologic_substance
azaisoindigo,pharmacologic_substance
pyridine-3-carbonitrile,drug
fr900359,drug
ly2603618,drug
etp-46321,drug
imepitoin,pharmacologic_substance
n-hydroxymethylformamide,drug
sch727965,pharmacologic_substance
garenoxacin,drug
lactosorb,pharmacologic_substance
threonine,drug
carcinogenesis,neoplastic_process
atherosclerosis,disease_or_syndrome
acth,pharmacologic_substance
horn,body_part_organ_or_organ_component
raeb,neoplastic_process
arabinosyladenine,drug
3-deazauridine,drug
gluconate,pharmacologic_substance
ketanserin,pharmacologic_substance
quinidine,drug
nk313,drug
osteoporosis,disease
cyst,disease
ampicillin,drug
coformycin,pharmacologic_substance
1-beta-d-arabinofuranosyl-5-fluorocytosine,pharmacologic_substance
n-acetyldaunorubicin,drug
olmesartan,drug
chlorphenoxamine,pharmacologic_substance
luteolin,pharmacologic_substance
methoxyamine,pharmacologic_substance
neurotrophin-4,pharmacologic_substance
naringenin,pharmacologic_substance
emphysema,disease
scio-469,drug
glucagonoma,neoplastic_process
m475271,drug
2-aminoadenine,pharmacologic_substance
guaiacol,drug
pseudarthrosis,disease
prothidium,pharmacologic_substance
sa4503,drug
tmpyp4,pharmacologic_substance
carfilzomib,pharmacologic_substance
unc0638,drug
ccg-203971,pharmacologic_substance
benzisothiazole,pharmacologic_substance
vernakalant,pharmacologic_substance
mania,disease
meningoencephalitis,disease
amodiaquine,drug
orlistat,pharmacologic_substance
chondrosarcoma,neoplastic_process
lisuride,drug
nicorette,drug
migranal,pharmacologic_substance
dysgerminomas,neoplastic_process
foscavir,drug
varivax,pharmacologic_substance
arq-197,drug
deferasirox,drug
proanthocyanidins,pharmacologic_substance
8-methylquinoline,pharmacologic_substance
norethindrone,drug
vaginas,anatomy
cmt-1,drug
colaspase,drug
hemangioblastoma,neoplastic_process
alliin,drug
cytotect,pharmacologic_substance
unc569,pharmacologic_substance
actinorhodin,drug
tamibarotene,pharmacologic_substance
nvp-bbt594,drug
sb-202190,pharmacologic_substance
tj0711,pharmacologic_substance
tabalumab,pharmacologic_substance
depakine,drug
bamet-r2,pharmacologic_substance
diformazan,pharmacologic_substance
pst001,pharmacologic_substance
reuterin,drug
ro3280,drug
esi-09,pharmacologic_substance
ly-333531,pharmacologic_substance
triphosgene,pharmacologic_substance
baroreceptors,anatomy
qx-314,pharmacologic_substance
polysia,pharmacologic_substance
pha-739358,drug
flurazepam,pharmacologic_substance
perniosis,disease
bq-788,pharmacologic_substance
sk-7041,drug
jnj-42756493,drug
polysaccharopeptide,pharmacologic_substance
epoxomicin,pharmacologic_substance
metadoxine,drug
1-deoxyallonojirimycin,drug
pseudarthroses,disease
perfluorotoluene,drug
ms-222,pharmacologic_substance
p-hydroxycinnamaldehyde,pharmacologic_substance
5-fluorouracil,drug
rflp,cell_or_molecular_dysfunction
phenol,pharmacologic_substance
uridine,pharmacologic_substance
cyclocytidine,pharmacologic_substance
testicle,anatomy
ketanserin,drug
triamcinolone,pharmacologic_substance
pyrimethamine,drug
msh,drug
delta-thalassemia,disease_or_syndrome
meralluride,drug
ephedrine,pharmacologic_substance
1-propanol,pharmacologic_substance
tongue,anatomy
pachydermoperiostosis,disease_or_syndrome
nitroaspirin,drug
f-64,pharmacologic_substance
erlotinib,pharmacologic_substance
polyphenols,pharmacologic_substance
paxil,pharmacologic_substance
benazeprilat,pharmacologic_substance
mepivacaine,pharmacologic_substance
pregabalin,drug
tipifarnib,pharmacologic_substance
appendicitis,disease_or_syndrome
polyp,anatomy
holotoxins,drug
vindoline,pharmacologic_substance
collagenases,pharmacologic_substance
cefaclor,drug
gill,body_part_organ_or_organ_component
beta-tocopherol,drug
stevioside,drug
chloronitrobenzene,pharmacologic_substance
propolis,drug
fedratinib,pharmacologic_substance
acalabrutinib,drug
hairs,anatomy
illusion,disease
maltodextrin,drug
